Response,Error,original_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Witch Hunt: A Century of Murder,Witch Hunt: A Century of Murder,2015–,N/A,29 Oct 2020,N/A,"Crime, History",N/A,N/A,"Suzannah Lipscomb, Kathy Trevelyan, Lee Ravitz","Religious zeal, paranoia and trumped-up charges. For a century, they fueled brutal scourges that claimed innocent lives.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMWVmOGRiOWItYWVkNy00ODJjLTk5ZWMtZmQwOTg4ZTRhYzhiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,362,tt5113032,series,,,,,1
False,Movie not found!,Riphagen the Untouchable,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Gabbar Is Back,Gabbar Is Back,2015,Not Rated,01 May 2015,128 min,"Action, Crime, Drama",Radha Krishna Jagarlamudi,"A.R. Murugadoss, Rajat Arora, D.S. Kannan","Akshay Kumar, Shruti Haasan, Kareena Kapoor","After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public.",Hindi,India,3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNTM4MmFkNjctNWY0ZC00NWYzLWFhNDItNmE2OGNkMjdkZDc3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",N/A,7.0,"27,056",tt2424988,movie,N/A,"$534,601",N/A,N/A,
True,,Demetri Martin: Live (At The Time),Demetri Martin: Live (At the Time),2015,TV-MA,01 Mar 2015,61 min,"Documentary, Comedy",Jaime Eliezer Karas,Demetri Martin,Demetri Martin,Demetri Martin performs his newest stand-up routine at The Lincoln Theater in Washington D.C.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjQ4NTQ2NzE1N15BMl5BanBnXkFtZTgwODc4ODA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"2,422",tt4512714,movie,N/A,N/A,N/A,N/A,
True,,4K Fireplace,4K Fireplace,2015,Not Rated,01 Sep 2015,181 min,Reality-TV,N/A,N/A,N/A,"Enjoy our new crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD and in 5.1 surround sound, this 3-hour fireplace video flickers, crackles and adds warmth to any room. An original from Manc...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjI2NjUwNTI2Nl5BMl5BanBnXkFtZTgwMDgyOTE1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,69,tt5275236,movie,N/A,N/A,N/A,N/A,
True,,Spotless,Spotless,2015,TV-MA,14 Nov 2015,17S min,"Crime, Drama",N/A,"Corinne Marrinan, Ed McCardie","Marc-André Grondin, Denis Ménochet, Miranda Raison",The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,"English, French","United Kingdom, France",2 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0ODgyNjE2NF5BMl5BanBnXkFtZTgwNzAzNDEwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"4,116",tt3834000,series,,,,,1
True,,7 Years,7 Years,2016,N/A,28 Oct 2016,77 min,Drama,Roger Gual,"Jose Cabeza, Julia Fontana, Cristian Conti","Juana Acosta, Alex Brendemühl, Paco León",Four friends face an agonizing decision. One must go to prison. The other three must make the sacrifice worthwhile.,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BYzU1YzE5MGItZTM0My00MTkwLThjODMtYjlkNjk5YzUwMmNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"5,413",tt5517438,movie,N/A,N/A,N/A,N/A,
True,,Cheer Squad,Cheer Squad,2016,TV-PG,06 Jul 2016,60 min,Reality-TV,N/A,N/A,Ali Moffatt,"Cheer squad is a show based on the Canadian cheer team The Great Whites. Will they be able to balance friendships,school,jobs,family to be on a team. Find out in Cheer Squad",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOWY3NDJiNTQtYmE4Yy00Y2ZjLThlOGEtMTgyMGE5ZjBlYmZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,178,tt5993744,series,,,,,1
True,,Talvar,Talvar,2015,Not Rated,02 Oct 2015,132 min,"Crime, Drama, Mystery",Meghna Gulzar,"Vishal Bhardwaj, Aditya Nimbalkar","Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi",An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,Hindi,India,11 wins & 34 nominations,https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"38,990",tt4934950,movie,N/A,"$342,370",N/A,N/A,
True,,Brothers,Brothers,2009,R,04 Dec 2009,105 min,"Drama, Thriller, War",Jim Sheridan,"David Benioff, Susanne Bier, Anders Thomas Jensen","Jake Gyllenhaal, Natalie Portman, Tobey Maguire","While on tour in Afghanistan, Sam's helicopter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.",English,United States,4 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTkyMTY5MTcxOV5BMl5BanBnXkFtZTcwMTI3MDE3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.1,"164,874",tt0765010,movie,N/A,"$28,544,157",N/A,N/A,
True,,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016,N/A,20 Dec 2016,87 min,Comedy,Manny Rodriguez,Gabriel Iglesias,"Gabriel Iglesias, Martin Moreno, Ron Rivera","Hawaiian - shirt enthusiast Gabriel ""Fluffy"" Iglesias finds laughs in racist gift baskets, Prius - driving cops and all - female taco trucks.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWQ4NmI5NzMtZDc5NS00N2UzLWEyOTctNGJmOGE1NDRjZjM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"2,967",tt6302122,movie,N/A,N/A,N/A,N/A,
True,,Fartsa,Fartsa,2015–,N/A,30 Mar 2015,N/A,"Crime, Drama",N/A,N/A,"Alexander Petrov, Aleksey Vesyolkin, Filipp Gorenshteyn","As four Russian friends grow up in the early 1960's, life, love and the curse of success threaten to derail their dreams.",Russian,Russia,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMzgwM2UtZDMxYy00ZDE4LWIwN2MtMjViODFlYjdmM2YzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,237,tt4567218,series,,,,,1
True,,The Paper,The Paper,1994,R,25 Mar 1994,112 min,"Comedy, Drama",Ron Howard,"David Koepp, Stephen Koepp","Michael Keaton, Glenn Close, Robert Duvall","New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMmZmYzZiNTAtNWFlNy00ZjQxLTlhMDQtZmVmOGZhMmRlZDYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.7,"16,646",tt0110771,movie,N/A,"$38,824,341",N/A,N/A,
True,,Pyaar Ka Punchnama 2,Pyaar Ka Punchnama 2,2015,Not Rated,16 Oct 2015,137 min,"Comedy, Drama, Romance",Luv Ranjan,"Luv Ranjan, Rahul Mody, Tarun Jain","Kartik Aaryan, Omkar Kapoor, Sunny Singh","After falling in love, three roommates experience changes in their lives.",Hindi,India,4 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTcxNDY5NjA5NV5BMl5BanBnXkFtZTgwNjcyMTk5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,7.2,"16,288",tt4430136,movie,N/A,"$222,856",N/A,N/A,
True,,Much Loved,Much Loved,2015,N/A,16 Sep 2015,104 min,Drama,Nabil Ayouch,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane",A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.,"Arabic, French","France, Morocco",3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYjgwM2Y5MzAtYTVkMS00NGQzLWE4ODUtZDVjOWU1NTRmNGU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"3,109",tt4685750,movie,N/A,N/A,N/A,N/A,
True,,Word Party,Word Party,2016–,TV-Y,08 Jul 2016,11 min,"Animation, Family",N/A,Alex Rockwell,"Victor Yerrid, Dorien Davies, Misty Rosas",Four adorable animal babies need your help to learn lots of skills - especially how to talk.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmZlYTg4MmEtZTNiYS00OTFhLTkwZjItNzQwZGU2YzdhMGM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,397,tt5235950,series,,,,,5
True,,Ralphie May: Unruly,Ralphie May: Unruly,2015,N/A,27 Feb 2015,83 min,Comedy,John Asher,Ralphie May,Ralphie May,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWVhZDViYjUtNDE4MC00YTJmLWE2MzUtZTYwOWE2ZDg5ZWQxXkEyXkFqcGdeQXVyMzcyNTQ5NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,370,tt4454406,movie,27 Feb 2015,N/A,Netflix,N/A,
True,,Rebirth,Rebirth,2016,TV-MA,15 Jul 2016,100 min,Thriller,Karl Mueller,Karl Mueller,"Fran Kranz, Adam Goldberg, Nicky Whelan",He's a family man headed for a weekend of self-discovery. But it's about to turn into a nightmare with no escape.,"English, French",United States,N/A,https://m.media-amazon.com/images/M/MV5BYmRlZmJiYzYtYzE0My00MWMxLWE2MDgtYTQ3ODQ3Y2ExOWJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.0,"5,956",tt4902716,movie,N/A,N/A,N/A,N/A,
True,,Lang Tong,Lang Tong,2014,TV-MA,08 Mar 2015,82 min,Thriller,Sam Loh,"Sam Loh, Alex Soh","Angeline Yap, Vivienne Tseng, William Lawandi","A rebellious woman seduces a con man, then involves him in a criminal scheme targeting her sister, revealing an intricate plot of deception and vengeance.","Mandarin, English",Singapore,N/A,https://m.media-amazon.com/images/M/MV5BYzg3OGU5MjMtNTdjZC00ODA2LWFlZGItNjc2OWU2M2FiZmNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,505,tt6423578,movie,N/A,N/A,N/A,N/A,
True,,Manson Family Vacation,Manson Family Vacation,2015,Not Rated,06 Oct 2015,84 min,"Comedy, Drama, Thriller",J. Davis,J. Davis,"Jay Duplass, Linas Phillips, Leonora Pitts",Two brothers tour Charles Manson murder sites. One is a devoted family man. One is devoted to The Family.,English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BODgwMjQ0NTQ5Nl5BMl5BanBnXkFtZTgwODIwNDY4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,5.8,"3,223",tt3275216,movie,N/A,N/A,N/A,N/A,
True,,Popples,Popples,1986–1988,TV-Y,06 Sep 1986,30 min,"Animation, Comedy, Family",N/A,N/A,"Stevie Louise Vallance, Len Carlson, Linda Sorensen",The misadventures of Billy and Bonnie Wagner and their mischievous (though helpful) Popples.,"English, French, Japanese","United States, France, Japan",N/A,https://m.media-amazon.com/images/M/MV5BMTI2NTg3NzgyNV5BMl5BanBnXkFtZTcwNDIxNTYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,263,tt0174420,series,,,,,2
True,,Gridlocked,Gridlocked,2015,R,14 Jun 2016,110 min,Action,Allan Ungar,"Allan Ungar, Rob Robol","Dominic Purcell, Cody Hackman, Saul Rubinek",Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along short when a police training facility is attacked by a team of mercenaries.,English,Canada,2 wins total,https://m.media-amazon.com/images/M/MV5BMTc4MDMxNjQ0Ml5BMl5BanBnXkFtZTgwNTU2Nzk2ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,5.8,"5,301",tt2724532,movie,N/A,N/A,N/A,N/A,
True,,StoryBots Super Songs,StoryBots Super Songs,2016–,N/A,07 Oct 2016,N/A,"Animation, Family, Musical",N/A,"Evan Spiridellis, Gregg Spiridellis","Judy Greer, Erin Fitzgerald, Fred Tatasciore","Based on the award-winning educational apps, ""StoryBots Super Songs"" centers on the StoryBots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2EwY2M4NjgtN2NiMC00MzUwLWFmMjctMDkzODEwZmVhYmRhXkEyXkFqcGdeQXVyNjgxOTE3Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,186,tt6163070,series,,,,,1
True,,Jimmy Carr: Funny Business,Jimmy Carr: Funny Business,2016,TV-MA,18 Mar 2016,62 min,Comedy,Sam Wrench,Jimmy Carr,Jimmy Carr,"A man, with an incredibly stupid laugh, tells jokes to an audience.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNjc0ODQzNDktNzJiMy00Nzk2LTgxOTEtY2JlZDNmODVmMDZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"4,974",tt5222724,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Aziz Ansari: Live at Madison Square Garden,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Next Skin,The Next Skin,2016,TV-MA,21 Oct 2016,103 min,"Drama, Mystery, Thriller","Isa Campo, Isaki Lacuesta","Isa Campo, Isaki Lacuesta, Fran Araújo","Àlex Monner, Emma Suárez, Sergi López","A teenager who went missing and was presumed dead returns home after eight years to find a family deeply affected by his disappearance. Gradually, doubts arise about whether he really is the missing boy or an impostor.","Catalan, French, Spanish","Spain, Switzerland",14 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BZTljMTI5ZWUtYTNkMi00ZWMwLTljYmEtMjZkNTJjZWI5MDBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"2,149",tt4034208,movie,N/A,N/A,N/A,N/A,
True,,Chris Tucker: Live,Chris Tucker Live,2015,TV-MA,10 Jul 2015,92 min,"Documentary, Comedy",Phil Joanou,Chris Tucker,Chris Tucker,"In this Netflix special, Chris Tucker returns to the stage he loves and showcases his mind-blowing comedic chops as he shares his experiences from childhood to the big time.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU1MzU2Njg2MF5BMl5BanBnXkFtZTgwNTM0MzgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"2,119",tt4835636,movie,N/A,N/A,N/A,N/A,
True,,"Dana Carvey: Straight White Male, 60","Dana Carvey: Straight White Male, 60",2016,N/A,04 Nov 2016,64 min,Comedy,Marcus Raboy,Dana Carvey,"Dana Carvey, Dex Carvey, Thomas Carvey","Emmy-winning comedy legend Dana Carvey returns to the stage with a routine that blends pitch-perfect impressions of big personalities with so-true-it-hurts stories about being a dad of millennials, the joys of aging, and pharmaceu...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWJlMzAxMGItNzRlMS00MTIzLTljMzItMDI5ZjIxYzU5ZTIyXkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,632",tt6217368,movie,N/A,N/A,N/A,N/A,
True,,Justin Timberlake + The Tennessee Kids,Justin Timberlake + the Tennessee Kids,2016,N/A,12 Oct 2016,90 min,"Documentary, Music",Jonathan Demme,N/A,"Adam Blackstone, Aaron Camper, Devine Evans","The final performance of Justin Timberlake and the Tennessee Kids' 20/20 Experience World Tour, filmed in 2015 at the MGM Grand Garden Arena in Las Vegas.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGQyNzRkNWItOWRmOS00YTk0LWIyYWYtZDcxMGIyMmQwNTU0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"2,322",tt5001772,movie,N/A,N/A,N/A,N/A,
True,,Russell Peters: Almost Famous,Russell Peters: Almost Famous,2016,N/A,07 Oct 2016,73 min,Comedy,David Higby,Russell Peters,"Russell Peters, Jus Reign","Canadian comedy star, Russell Peters, visits Toronto's Massey Hall for a homecoming stand-up comedy performance. Russell returns to his trademark material of ethnic jokes and audience interaction.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWUzMDM4MjQtODA4MC00ZTQyLWI4NjktMjRmMTlkMGVmNWM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"2,110",tt5946232,movie,N/A,N/A,N/A,N/A,
True,,Sin senos sí hay paraíso,Sin Senos Sí Hay Paraíso,2016–2018,TV-14,19 Jul 2016,44 min,"Action, Crime, Drama",N/A,N/A,"Fabián Ríos, Carolina Gaitan, Crystal Lopez",A girl goes on to live difficult times when she chooses to step outside the path her parents had laid out for her.,Spanish,"Colombia, United States",N/A,https://m.media-amazon.com/images/M/MV5BOWIzZDRjMjgtMDliNy00NTgyLTkwOTYtMzZkZTU2NzRmMzgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,722,tt5676412,series,,,,,3
True,,Colin Quinn: Unconstitutional,Colin Quinn: Unconstitutional,2015,Not Rated,01 Feb 2015,55 min,Comedy,Jay Chapman,Colin Quinn,Colin Quinn,"Filmed live in Tarrytown, NY, long-time comedian, Colin Quinn, brings up some excellent points about America's history. Laugh out loud to this stand-up special while learning a thing or two!",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2VjYjIzNTAtNjBiMS00MzRkLTk2MmEtNDIxMWE3YThiMzQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,528,tt4392266,movie,N/A,N/A,N/A,N/A,
True,,Jim Jefferies: Freedumb,Jim Jefferies: Freedumb,2016,TV-MA,01 Jul 2016,86 min,Comedy,Ryan Polito,Jim Jefferies,Jim Jefferies,"Jim Jefferies talks about family life and challenges the idea of American freedom live on stage in Nashville, Tennessee.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2Y2MDViYzUtOTA2Yy00NTMyLWJiYjItMTlkNDQ1ZDk3ZWY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"5,958",tt5849950,movie,01 Jul 2016,N/A,Netflix,N/A,
True,,Asperger's Are Us,Asperger's Are Us,2016,N/A,11 Nov 2016,82 min,"Documentary, Comedy, Drama",Alex Lehmann,N/A,"Noah Britton, Ethan Finlan, Jack Hanke","In this coming of age documentary, four friends on the Autism spectrum whom have bonded through humor and performed as the comedy troupe ""Asperger's Are Us"" will prepare for one final, ambitious show before going their separate ways.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTBkZWNlNTctYjFiMy00ZDRhLThmNjYtMjkyOTljYjM1ZWUzXkEyXkFqcGdeQXVyMTU2NzQ5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.6,824,tt4109268,movie,N/A,N/A,N/A,N/A,
True,,Tony Robbins: I Am Not Your Guru,Tony Robbins: I Am Not Your Guru,2016,TV-MA,15 Jul 2016,115 min,Documentary,Joe Berlinger,N/A,"Sage Bonnie Humphrey, Steven Kronick, Anthony Robbins","TONY ROBBINS: I AM NOT YOUR GURU, a feature documentary film about internationally renowned life and business strategist Tony Robbins, is a revelatory cinéma vérité film that goes behind the scenes of his mammoth seminar ""Date Wit...",English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzM3NTAwMjAxMl5BMl5BanBnXkFtZTgwMjU0ODkxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"4,735",tt5151716,movie,N/A,N/A,N/A,N/A,
True,,Hunterrr,Hunterrr,2015,N/A,20 Mar 2015,141 min,"Comedy, Romance",Harshavardhan Kulkarni,"Harshavardhan Kulkarni, Vijay Maurya","Gulshan Devaiah, Radhika Apte, Sai Tamhankar","Mandar, an ordinary guy is obsessed with sex and chases girls until he meets Tripti and decides to settle down with her.",Hindi,India,3 nominations,https://m.media-amazon.com/images/M/MV5BMGQzYjVkYjgtYTRiNS00NTgxLWJlYmUtN2VlMzg3MDFmMjExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,7.0,"6,877",tt4333674,movie,N/A,N/A,N/A,N/A,
True,,Belgica,Belgica,2016,N/A,02 Mar 2016,127 min,Drama,Felix van Groeningen,"Arne Sierens, Felix van Groeningen","Stef Aerts, Tom Vermeir, Stefaan De Winter",The drama follows two brothers who start a bar and get swept up in its success in the midst of Belgium's nightlife scene.,"Flemish, Dutch","Belgium, France, Netherlands",4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BOGE4OTI0ZDAtZTQwNi00ZjJmLTlkMmEtNDlmODA5NzI4ZDU0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"4,902",tt3544218,movie,N/A,N/A,N/A,N/A,
